time,day,area,year,air_temp
0,338,srimangal,1993,293.2500456
3,338,srimangal,1993,289.9691244
6,338,srimangal,1993,286.4589981
9,338,srimangal,1993,290.1524137
12,338,srimangal,1993,297.9874717
15,338,srimangal,1993,301.6810019
18,338,srimangal,1993,299.0693369
21,338,srimangal,1993,295.3758542
0,339,srimangal,1993,292.7641933
3,339,srimangal,1993,289.0707302
6,339,srimangal,1993,286.9390837
9,339,srimangal,1993,290.3170301
12,339,srimangal,1993,297.482865
15,339,srimangal,1993,300.8609163
18,339,srimangal,1993,298.4723239
21,339,srimangal,1993,295.0943161
0,340,srimangal,1993,292.7057274
3,340,srimangal,1993,289.3277375
6,340,srimangal,1993,286.9289764
9,340,srimangal,1993,290.7024726
12,340,srimangal,1993,298.7074103
15,340,srimangal,1993,302.4810236
18,340,srimangal,1993,299.8127325
21,340,srimangal,1993,296.0391677
0,341,srimangal,1993,293.3708808
3,341,srimangal,1993,289.5973361
6,341,srimangal,1993,287.4589922
9,341,srimangal,1993,291.1742479
12,341,srimangal,1993,299.0556367
15,341,srimangal,1993,302.7710078
18,341,srimangal,1993,300.1438993
21,341,srimangal,1993,296.4285761
0,342,srimangal,1993,293.8014717
3,342,srimangal,1993,290.0861682
6,342,srimangal,1993,287.9390955
9,342,srimangal,1993,291.2733616
12,342,srimangal,1993,298.3465349
15,342,srimangal,1993,301.6809045
18,342,srimangal,1993,299.323199
21,342,srimangal,1993,295.9888723
0,343,srimangal,1993,293.6311706
3,343,srimangal,1993,290.2968616
6,343,srimangal,1993,288.2491686
9,343,srimangal,1993,291.3140726
12,343,srimangal,1993,297.8158323
15,343,srimangal,1993,300.8808314
18,343,srimangal,1993,298.7135956
21,343,srimangal,1993,295.6486359
0,344,srimangal,1993,293.4814035
3,344,srimangal,1993,290.4164601
6,344,srimangal,1993,286.508979
9,344,srimangal,1993,290.2727685
12,344,srimangal,1993,298.2571147
15,344,srimangal,1993,302.021021
18,344,srimangal,1993,299.3595937
21,344,srimangal,1993,295.5957358
0,345,srimangal,1993,292.9343126
3,345,srimangal,1993,289.1704748
6,345,srimangal,1993,288.7391291
9,345,srimangal,1993,291.9496342
12,345,srimangal,1993,298.7602661
15,345,srimangal,1993,301.9708709
18,345,srimangal,1993,299.7006785
21,345,srimangal,1993,296.490115
0,346,srimangal,1993,294.2199262
3,346,srimangal,1993,291.0093798
6,346,srimangal,1993,286.5190949
9,346,srimangal,1993,289.8557877
12,346,srimangal,1993,296.9341088
15,346,srimangal,1993,300.2709051
18,346,srimangal,1993,297.9114837
21,346,srimangal,1993,294.5747303
0,347,srimangal,1993,292.2153126
3,347,srimangal,1993,288.8785769
6,347,srimangal,1993,286.4790824
9,347,srimangal,1993,289.8618822
12,347,srimangal,1993,297.0380128
15,347,srimangal,1993,300.4209176
18,347,srimangal,1993,298.0288933
21,347,srimangal,1993,294.646032
0,348,srimangal,1993,292.2540115
3,348,srimangal,1993,288.8711682
6,348,srimangal,1993,286.2691054
9,348,srimangal,1993,289.5669712
12,348,srimangal,1993,296.5629264
15,348,srimangal,1993,299.8608946
18,348,srimangal,1993,297.5289283
21,348,srimangal,1993,294.2310025
0,349,srimangal,1993,291.8990399
3,349,srimangal,1993,288.6011317
6,349,srimangal,1993,286.7791745
9,349,srimangal,1993,289.8222383
12,349,srimangal,1993,296.2776672
15,349,srimangal,1993,299.3208255
18,349,srimangal,1993,297.1690332
21,349,srimangal,1993,294.125914
0,350,srimangal,1993,291.9741251
3,350,srimangal,1993,288.9310222
6,350,srimangal,1993,283.9589501
9,350,srimangal,1993,287.8295137
12,350,srimangal,1993,296.0403662
15,350,srimangal,1993,299.9110499
18,350,srimangal,1993,297.1741211
21,350,srimangal,1993,293.3034871
0,351,srimangal,1993,290.5665626
3,351,srimangal,1993,286.6959492
6,351,srimangal,1993,284.8289777
9,351,srimangal,1993,288.5976205
12,351,srimangal,1993,296.5922625
15,351,srimangal,1993,300.3610223
18,351,srimangal,1993,297.6961631
21,351,srimangal,1993,293.9274517
0,352,srimangal,1993,291.2625967
3,352,srimangal,1993,287.4939054
6,352,srimangal,1993,285.3189902
9,352,srimangal,1993,289.041526
12,352,srimangal,1993,296.9383584
15,352,srimangal,1993,300.6610098
18,352,srimangal,1993,298.0287535
21,352,srimangal,1993,294.30615
0,353,srimangal,1993,291.6738978
3,353,srimangal,1993,287.9513142
6,353,srimangal,1993,285.039008
9,353,srimangal,1993,288.6960233
12,353,srimangal,1993,296.4538632
15,353,srimangal,1993,300.110992
18,353,srimangal,1993,297.5250662
21,353,srimangal,1993,293.8679844
0,354,srimangal,1993,291.2820626
3,354,srimangal,1993,287.6250003
6,354,srimangal,1993,285.8190587
9,354,srimangal,1993,289.2892192
12,354,srimangal,1993,296.6506731
15,354,srimangal,1993,300.1209413
18,354,srimangal,1993,297.6671431
21,354,srimangal,1993,294.1969195
0,355,srimangal,1993,291.7431251
3,355,srimangal,1993,288.27292
6,355,srimangal,1993,286.1690791
9,355,srimangal,1993,289.5640123
12,355,srimangal,1993,296.7658823
15,355,srimangal,1993,300.1609209
18,355,srimangal,1993,297.7603169
21,355,srimangal,1993,294.365322
0,356,srimangal,1993,291.9647217
3,356,srimangal,1993,288.5697448
6,356,srimangal,1993,286.5891166
9,356,srimangal,1993,289.8457288
12,356,srimangal,1993,296.7541702
15,356,srimangal,1993,300.0108834
18,356,srimangal,1993,297.7080881
21,356,srimangal,1993,294.4514168
0,357,srimangal,1993,292.1486251
3,357,srimangal,1993,288.8919711
6,357,srimangal,1993,284.0588941
9,357,srimangal,1993,288.135726
12,357,srimangal,1993,296.7841474
15,357,srimangal,1993,300.8611059
18,357,srimangal,1993,297.978322
21,357,srimangal,1993,293.9014159
0,358,srimangal,1993,291.0186365
3,358,srimangal,1993,286.9417522
6,358,srimangal,1993,284.8088803
9,358,srimangal,1993,288.9366726
12,358,srimangal,1993,297.6931993
15,358,srimangal,1993,301.8211197
18,358,srimangal,1993,298.902301
21,358,srimangal,1993,294.7744336
0,359,srimangal,1993,291.8556194
3,359,srimangal,1993,287.7277741
6,359,srimangal,1993,284.6388829
9,359,srimangal,1993,288.7569685
12,359,srimangal,1993,297.4929037
15,359,srimangal,1993,301.6111171
18,359,srimangal,1993,298.6991621
21,359,srimangal,1993,294.5810017
0,360,srimangal,1993,291.6690513
3,360,srimangal,1993,287.5509128
6,360,srimangal,1993,284.6488994
9,360,srimangal,1993,288.7063178
12,360,srimangal,1993,297.3135563
15,360,srimangal,1993,301.3711006
18,360,srimangal,1993,298.5020442
21,360,srimangal,1993,294.444552
0,361,srimangal,1993,291.5755001
3,361,srimangal,1993,287.5180295
6,361,srimangal,1993,284.8489047
9,361,srimangal,1993,288.8869096
12,361,srimangal,1993,297.4529651
15,361,srimangal,1993,301.4910953
18,361,srimangal,1993,298.6357665
21,361,srimangal,1993,294.5976882
0,362,srimangal,1993,291.7423638
3,362,srimangal,1993,287.7043069
6,362,srimangal,1993,287.3790528
9,362,srimangal,1993,290.8710534
12,362,srimangal,1993,298.2788382
15,362,srimangal,1993,301.7709472
18,362,srimangal,1993,299.3017055
21,362,srimangal,1993,295.8096414
0,363,srimangal,1993,293.3404035
3,363,srimangal,1993,289.848358
6,363,srimangal,1993,286.4792641
9,363,srimangal,1993,289.1922986
12,363,srimangal,1993,294.9476172
15,363,srimangal,1993,297.6607359
18,363,srimangal,1993,295.7423119
21,363,srimangal,1993,293.029228
0,364,srimangal,1993,291.1108069
3,364,srimangal,1993,288.3977375
6,364,srimangal,1993,286.0291403
9,364,srimangal,1993,289.1983918
12,364,srimangal,1993,295.9215099
15,364,srimangal,1993,299.0908597
18,364,srimangal,1993,296.8498384
21,364,srimangal,1993,293.6805293
0,365,srimangal,1993,291.4395115
3,365,srimangal,1993,288.2702192
6,365,srimangal,1993,285.6290067
9,365,srimangal,1993,289.2908753
12,365,srimangal,1993,297.059011
15,365,srimangal,1993,300.7209933
18,365,srimangal,1993,298.1316356
21,365,srimangal,1993,294.4697004
0,1,srimangal,1994,291.8803467
3,1,srimangal,1994,288.218431
6,1,srimangal,1994,287.1790699
9,1,srimangal,1994,290.6079767
12,1,srimangal,1994,297.8819169
15,1,srimangal,1994,301.3109301
18,1,srimangal,1994,298.8863029
21,1,srimangal,1994,295.4573338
0,2,srimangal,1994,293.0327103
3,2,srimangal,1994,289.6037594
6,2,srimangal,1994,284.8589047
9,2,srimangal,1994,288.8969096
12,2,srimangal,1994,297.4629651
15,2,srimangal,1994,301.5010953
18,2,srimangal,1994,298.6457665
21,2,srimangal,1994,294.6076882
0,3,srimangal,1994,291.7523638
3,3,srimangal,1994,287.7143069
6,3,srimangal,1994,285.6689441
9,3,srimangal,1994,289.5613479
12,3,srimangal,1994,297.8185313
15,3,srimangal,1994,301.7110559
18,3,srimangal,1994,298.9586836
21,3,srimangal,1994,295.066209
0,4,srimangal,1994,292.313841
3,4,srimangal,1994,288.4213872
6,4,srimangal,1994,285.5589014
9,4,srimangal,1994,289.6090397
12,4,srimangal,1994,298.2008346
15,4,srimangal,1994,302.2510986
18,4,srimangal,1994,299.3871901
21,4,srimangal,1994,295.3369781
0,5,srimangal,1994,292.473074
3,5,srimangal,1994,288.4228836
6,5,srimangal,1994,286.6190699
9,5,srimangal,1994,290.0479767
12,5,srimangal,1994,297.3219169
15,5,srimangal,1994,300.7509301
18,5,srimangal,1994,298.3263029
21,5,srimangal,1994,294.8973338
0,6,srimangal,1994,292.4727103
3,6,srimangal,1994,289.0437594
6,6,srimangal,1994,287.1791113
9,6,srimangal,1994,290.455137
12,6,srimangal,1994,297.4047613
15,6,srimangal,1994,300.6808887
18,6,srimangal,1994,298.3643659
21,6,srimangal,1994,295.0882807
0,7,srimangal,1994,292.7717615
3,7,srimangal,1994,289.4956937
6,7,srimangal,1994,284.3089369
9,7,srimangal,1994,288.2280342
12,7,srimangal,1994,296.5418441
15,7,srimangal,1994,300.4610631
18,7,srimangal,1994,297.6898154
21,7,srimangal,1994,293.7706469
0,8,srimangal,1994,290.9994035
3,8,srimangal,1994,287.0802558
6,8,srimangal,1994,284.7689797
9,8,srimangal,1994,288.5303425
12,8,srimangal,1994,296.5095408
15,8,srimangal,1994,300.2710203
18,8,srimangal,1994,297.6113089
21,8,srimangal,1994,293.8498778
0,9,srimangal,1994,291.1901706
3,9,srimangal,1994,287.4287594
6,9,srimangal,1994,284.9489771
9,9,srimangal,1994,288.7200466
12,9,srimangal,1994,296.7198364
15,9,srimangal,1994,300.4910229
18,9,srimangal,1994,297.8244478
21,9,srimangal,1994,294.0533097
0,10,srimangal,1994,291.3867387
3,10,srimangal,1994,287.6156208
6,10,srimangal,1994,283.9590179
9,10,srimangal,1994,287.5796329
12,10,srimangal,1994,295.2602548
15,10,srimangal,1994,298.8809821
18,10,srimangal,1994,296.3207954
21,10,srimangal,1994,292.7001146
0,11,srimangal,1994,290.1399319
3,11,srimangal,1994,286.5192704
6,11,srimangal,1994,285.8190152
9,11,srimangal,1994,289.449337
12,11,srimangal,1994,297.1505503
15,11,srimangal,1994,300.7809848
18,11,srimangal,1994,298.2139343
21,11,srimangal,1994,294.5835466
0,12,srimangal,1994,292.0165001
3,12,srimangal,1994,288.3861317
6,12,srimangal,1994,287.11906
9,12,srimangal,1994,290.5843671
12,12,srimangal,1994,297.9355253
15,12,srimangal,1994,301.40094
18,12,srimangal,1994,298.9505737
21,12,srimangal,1994,295.4852035
0,13,srimangal,1994,293.034841
3,13,srimangal,1994,289.5694893
6,13,srimangal,1994,286.2689573
9,13,srimangal,1994,290.1128274
12,13,srimangal,1994,298.2670533
15,13,srimangal,1994,302.1110427
18,13,srimangal,1994,299.3929893
21,13,srimangal,1994,295.5490493
0,14,srimangal,1994,292.8310001
3,14,srimangal,1994,288.9870806
6,14,srimangal,1994,287.9090666
9,14,srimangal,1994,291.3501068
12,14,srimangal,1994,298.6497864
15,14,srimangal,1994,302.0909334
18,14,srimangal,1994,299.6577265
21,14,srimangal,1994,296.2166237
0,15,srimangal,1994,293.7834206
3,15,srimangal,1994,290.3423361
6,15,srimangal,1994,287.2190093
9,15,srimangal,1994,290.8711712
12,15,srimangal,1994,298.6187154
15,15,srimangal,1994,302.2709907
18,15,srimangal,1994,299.6884967
21,15,srimangal,1994,296.0362684
0,16,srimangal,1994,293.4537785
3,16,srimangal,1994,289.8015697
6,16,srimangal,1994,287.1490455
9,16,srimangal,1994,290.6677397
12,16,srimangal,1994,298.1321511
15,16,srimangal,1994,301.6509545
18,16,srimangal,1994,299.1628374
21,16,srimangal,1994,295.6440792
0,17,srimangal,1994,293.155966
3,17,srimangal,1994,289.6372266
6,17,srimangal,1994,286.1392193
9,17,srimangal,1994,289.0172685
12,17,srimangal,1994,295.1226422
15,17,srimangal,1994,298.0007807
18,17,srimangal,1994,295.9656725
21,17,srimangal,1994,293.087571
0,18,srimangal,1994,291.052466
3,18,srimangal,1994,288.1743798
6,18,srimangal,1994,282.31901
9,18,srimangal,1994,285.9687452
12,18,srimangal,1994,293.7111415
15,18,srimangal,1994,297.36099
18,18,srimangal,1994,294.780212
21,18,srimangal,1994,291.1304105
0,19,srimangal,1994,288.5496365
3,19,srimangal,1994,284.8998543
6,19,srimangal,1994,282.5888836
9,19,srimangal,1994,286.7045425
12,19,srimangal,1994,295.4353298
15,19,srimangal,1994,299.5511164
18,19,srimangal,1994,296.6408774
21,19,srimangal,1994,292.5251437
0,20,srimangal,1994,289.6149092
3,20,srimangal,1994,285.4991974
6,20,srimangal,1994,283.0688408
9,20,srimangal,1994,287.3422342
12,20,srimangal,1994,296.4076331
15,20,srimangal,1994,300.6811592
18,20,srimangal,1994,297.6593839
21,20,srimangal,1994,293.3859128
0,21,srimangal,1994,290.3641422
3,21,srimangal,1994,286.0906938
6,21,srimangal,1994,284.4889027
9,21,srimangal,1994,288.5341877
12,21,srimangal,1994,297.1156868
15,21,srimangal,1994,301.1610973
18,21,srimangal,1994,298.3006206
21,21,srimangal,1994,294.2552621
0,22,srimangal,1994,291.3947899
3,22,srimangal,1994,287.3494529
6,22,srimangal,1994,283.7488935
9,22,srimangal,1994,287.828152
12,22,srimangal,1994,296.4817213
15,22,srimangal,1994,300.5611065
18,22,srimangal,1994,297.6766067
21,22,srimangal,1994,293.5972739
0,23,srimangal,1994,290.7127785
3,23,srimangal,1994,286.6334675
6,23,srimangal,1994,283.8489178
9,23,srimangal,1994,287.838389
12,23,srimangal,1994,296.3014871
15,23,srimangal,1994,300.2910822
18,23,srimangal,1994,297.4700722
21,23,srimangal,1994,293.4805284
0,24,srimangal,1994,290.6595228
3,24,srimangal,1994,286.6700003
6,24,srimangal,1994,284.0489369
9,24,srimangal,1994,287.9680342
12,24,srimangal,1994,296.2818441
15,24,srimangal,1994,300.2010631
18,24,srimangal,1994,297.4298154
21,24,srimangal,1994,293.5106469
0,25,srimangal,1994,290.7394035
3,25,srimangal,1994,286.8202558
6,25,srimangal,1994,283.8988579
9,25,srimangal,1994,288.1091575
12,25,srimangal,1994,297.0407118
15,25,srimangal,1994,301.2511421
18,25,srimangal,1994,298.2739813
21,25,srimangal,1994,294.0636051
0,26,srimangal,1994,291.086449
3,26,srimangal,1994,286.8760953
6,26,srimangal,1994,285.2788948
9,26,srimangal,1994,289.3533
12,26,srimangal,1994,297.9965735
15,26,srimangal,1994,302.0711052
18,26,srimangal,1994,299.1900372
21,26,srimangal,1994,295.1155579
0,27,srimangal,1994,292.2344944
3,27,srimangal,1994,288.1600368
6,27,srimangal,1994,285.7188981
9,27,srimangal,1994,289.7811699
12,27,srimangal,1994,298.3987041
15,27,srimangal,1994,302.4611019
18,27,srimangal,1994,299.5886137
21,27,srimangal,1994,295.526268
0,28,srimangal,1994,292.6537842
3,28,srimangal,1994,288.5914602
6,28,srimangal,1994,285.8989079
9,28,srimangal,1994,289.9247794
12,28,srimangal,1994,298.4650956
15,28,srimangal,1994,302.4910921
18,28,srimangal,1994,299.6443429
21,28,srimangal,1994,295.6183982
0,29,srimangal,1994,292.7716535
3,29,srimangal,1994,288.7457303
6,29,srimangal,1994,285.3188579
9,29,srimangal,1994,289.5291575
12,29,srimangal,1994,298.4607118
15,29,srimangal,1994,302.6711421
18,29,srimangal,1994,299.6939813
21,29,srimangal,1994,295.4836051
0,30,srimangal,1994,292.506449
3,30,srimangal,1994,288.2960953
6,30,srimangal,1994,286.0488908
9,30,srimangal,1994,290.1378562
12,30,srimangal,1994,298.8120169
15,30,srimangal,1994,302.9011092
18,30,srimangal,1994,300.0097455
21,30,srimangal,1994,295.9207059
0,31,srimangal,1994,293.0293467
3,31,srimangal,1994,288.9403288
6,31,srimangal,1994,286.1990093
9,31,srimangal,1994,289.8511712
12,31,srimangal,1994,297.5987154
15,31,srimangal,1994,301.2509907
18,31,srimangal,1994,298.6684967
21,31,srimangal,1994,295.0162684
0,32,srimangal,1994,292.4337785
3,32,srimangal,1994,288.7815697
6,32,srimangal,1994,286.4589711
9,32,srimangal,1994,290.2518808
12,32,srimangal,1994,298.2980015
15,32,srimangal,1994,302.0910289
18,32,srimangal,1994,299.4090102
21,32,srimangal,1994,295.6160316
0,33,srimangal,1994,292.9340172
3,33,srimangal,1994,289.1410587
6,33,srimangal,1994,287.5692219
9,33,srimangal,1994,290.4375644
12,33,srimangal,1994,296.5223466
15,33,srimangal,1994,299.3907781
18,33,srimangal,1994,297.3625337
21,33,srimangal,1994,294.4941391
0,34,srimangal,1994,292.4658978
3,34,srimangal,1994,289.5975185
6,34,srimangal,1994,285.5691146
9,34,srimangal,1994,288.8330068
12,34,srimangal,1994,295.7568919
15,34,srimangal,1994,299.0208854
18,34,srimangal,1994,296.7129423
21,34,srimangal,1994,293.4489907
0,35,srimangal,1994,291.1410512
3,35,srimangal,1994,287.8771171
6,35,srimangal,1994,284.3589665
9,35,srimangal,1994,288.168863
12,35,srimangal,1994,296.2510187
15,35,srimangal,1994,300.0610335
18,35,srimangal,1994,297.3670033
21,35,srimangal,1994,293.5570375
0,36,srimangal,1994,290.8630115
3,36,srimangal,1994,287.053066
6,36,srimangal,1994,285.3389883
9,36,srimangal,1994,289.0688041
12,36,srimangal,1994,296.9810801
15,36,srimangal,1994,300.7110117
18,36,srimangal,1994,298.0736076
21,36,srimangal,1994,294.343724
0,37,srimangal,1994,291.706324
3,37,srimangal,1994,287.9764602
6,37,srimangal,1994,284.4287848
9,37,srimangal,1994,288.9084466
12,37,srimangal,1994,298.4114144
15,37,srimangal,1994,302.8912152
18,37,srimangal,1994,299.7235847
21,37,srimangal,1994,295.2438416
0,38,srimangal,1994,292.076216
3,38,srimangal,1994,287.5964967
6,38,srimangal,1994,287.4488948
9,38,srimangal,1994,291.5233
12,38,srimangal,1994,300.1665735
15,38,srimangal,1994,304.2411052
18,38,srimangal,1994,301.3600372
21,38,srimangal,1994,297.2855579
0,39,srimangal,1994,294.4044944
3,39,srimangal,1994,290.3300368
6,39,srimangal,1994,285.1287796
9,39,srimangal,1994,289.6278548
12,39,srimangal,1994,299.1720056
15,39,srimangal,1994,303.6712204
18,39,srimangal,1994,300.4898624
21,39,srimangal,1994,295.9907054
0,40,srimangal,1994,292.8093524
3,40,srimangal,1994,288.3102194
6,40,srimangal,1994,286.0589126
9,40,srimangal,1994,290.0677973
