time,day,area,year,air_temp
15,176,srimangal,1999,306.1104707
18,176,srimangal,1999,304.8835715
21,176,srimangal,1999,303.1484598
0,177,srimangal,1999,301.9215626
3,177,srimangal,1999,300.18646
6,177,srimangal,1999,298.5394918
9,177,srimangal,1999,300.4128931
12,177,srimangal,1999,304.3870487
15,177,srimangal,1999,306.2605082
18,177,srimangal,1999,304.9358003
21,177,srimangal,1999,303.0623649
0,178,srimangal,1999,301.7376591
3,178,srimangal,1999,299.8642337
6,178,srimangal,1999,298.8496281
9,178,srimangal,1999,300.2207055
12,178,srimangal,1999,303.129252
15,178,srimangal,1999,304.5003719
18,178,srimangal,1999,303.5308642
21,178,srimangal,1999,302.1597619
0,179,srimangal,1999,301.1902557
3,179,srimangal,1999,299.8191607
6,179,srimangal,1999,298.1495675
9,179,srimangal,1999,299.7439
12,179,srimangal,1999,303.1260505
15,179,srimangal,1999,304.7204325
18,179,srimangal,1999,303.593058
21,179,srimangal,1999,301.9986966
0,180,srimangal,1999,300.8713239
3,180,srimangal,1999,299.2769709
6,180,srimangal,1999,298.0094806
9,180,srimangal,1999,299.9241356
12,180,srimangal,1999,303.985805
15,180,srimangal,1999,305.9005194
18,180,srimangal,1999,304.5466405
21,180,srimangal,1999,302.6319507
0,181,srimangal,1999,301.2780739
3,181,srimangal,1999,299.3633943
6,181,srimangal,1999,298.8897255
9,181,srimangal,1999,299.9016534
12,181,srimangal,1999,302.0483152
15,181,srimangal,1999,303.0602745
18,181,srimangal,1999,302.3447263
21,181,srimangal,1999,301.33278
0,182,srimangal,1999,300.617233
3,182,srimangal,1999,299.6052921
6,182,srimangal,1999,298.9397156
9,182,srimangal,1999,299.9880438
12,182,srimangal,1999,302.2119236
15,182,srimangal,1999,303.2602844
18,182,srimangal,1999,302.5189971
21,182,srimangal,1999,301.4706498
0,183,srimangal,1999,300.7293637
3,183,srimangal,1999,299.681022
6,183,srimangal,1999,298.7595971
9,183,srimangal,1999,300.2447288
12,183,srimangal,1999,303.3952251
15,183,srimangal,1999,304.8804029
18,183,srimangal,1999,303.8302459
21,183,srimangal,1999,302.3450872
0,184,srimangal,1999,301.2949319
3,184,srimangal,1999,299.8097811
6,184,srimangal,1999,298.5296992
9,184,srimangal,1999,299.6386945
12,184,srimangal,1999,301.9912711
15,184,srimangal,1999,303.1003008
18,184,srimangal,1999,302.316115
21,184,srimangal,1999,301.2070995
0,185,srimangal,1999,300.4229148
3,185,srimangal,1999,299.3139052
6,185,srimangal,1999,298.279559
9,185,srimangal,1999,299.9054384
12,185,srimangal,1999,303.3545112
15,185,srimangal,1999,304.980441
18,185,srimangal,1999,303.8307593
21,185,srimangal,1999,302.2048504
0,186,srimangal,1999,301.0551705
3,186,srimangal,1999,299.4292702
6,186,srimangal,1999,298.4197413
9,186,srimangal,1999,299.3734288
12,186,srimangal,1999,301.3965416
15,186,srimangal,1999,302.3502587
18,186,srimangal,1999,301.6758932
21,186,srimangal,1999,300.7221884
0,187,srimangal,1999,300.0478239
3,187,srimangal,1999,299.0941242
6,187,srimangal,1999,297.8495655
9,187,srimangal,1999,299.4511781
12,187,srimangal,1999,302.8487722
15,187,srimangal,1999,304.4504345
18,187,srimangal,1999,303.3179122
21,187,srimangal,1999,301.7162705
0,188,srimangal,1999,300.58375
3,188,srimangal,1999,298.9821169
6,188,srimangal,1999,298.3396268
9,188,srimangal,1999,299.7155575
12,188,srimangal,1999,302.6343998
15,188,srimangal,1999,304.0103732
18,188,srimangal,1999,303.0374337
21,188,srimangal,1999,301.6614779
0,189,srimangal,1999,300.6885398
3,189,srimangal,1999,299.3125914
6,189,srimangal,1999,297.5595576
9,189,srimangal,1999,299.1902904
12,189,srimangal,1999,302.649659
15,189,srimangal,1999,304.2804424
18,189,srimangal,1999,303.1273288
21,189,srimangal,1999,301.4965664
0,190,srimangal,1999,300.3434546
3,190,srimangal,1999,298.7127009
6,190,srimangal,1999,298.3896998
9,190,srimangal,1999,299.4962685
12,190,srimangal,1999,301.8436972
15,190,srimangal,1999,302.9503002
18,190,srimangal,1999,302.1678302
21,190,srimangal,1999,301.0612415
0,191,srimangal,1999,300.2787728
3,191,srimangal,1999,299.1721899
6,191,srimangal,1999,298.8597426
9,191,srimangal,1999,299.8085767
12,191,srimangal,1999,301.8213938
15,191,srimangal,1999,302.7702574
18,191,srimangal,1999,302.0993237
21,191,srimangal,1999,301.1504724
0,192,srimangal,1999,300.4795398
3,192,srimangal,1999,299.5306935
6,192,srimangal,1999,298.6097643
9,192,srimangal,1999,299.4785178
12,192,srimangal,1999,301.3214552
15,192,srimangal,1999,302.1902357
18,192,srimangal,1999,301.5759281
21,192,srimangal,1999,300.7071589
0,193,srimangal,1999,300.0928523
3,193,srimangal,1999,299.2240877
6,193,srimangal,1999,298.2496478
9,193,srimangal,1999,299.5479247
12,193,srimangal,1999,302.302035
15,193,srimangal,1999,303.6003522
18,193,srimangal,1999,302.6823228
21,193,srimangal,1999,301.3840223
0,194,srimangal,1999,300.4659944
3,194,srimangal,1999,299.1677008
6,194,srimangal,1999,298.109582
9,194,srimangal,1999,299.6505274
12,194,srimangal,1999,302.9194248
15,194,srimangal,1999,304.460418
18,194,srimangal,1999,303.3707943
21,194,srimangal,1999,301.8298209
0,195,srimangal,1999,300.7401989
3,195,srimangal,1999,299.1992337
6,195,srimangal,1999,298.9495076
9,195,srimangal,1999,300.7646685
12,195,srimangal,1999,304.6152752
15,195,srimangal,1999,306.4304924
18,195,srimangal,1999,305.1469672
21,195,srimangal,1999,303.3317733
0,196,srimangal,1999,302.0482501
3,196,srimangal,1999,300.2330658
6,196,srimangal,1999,299.4596261
9,196,srimangal,1999,300.8379836
12,196,srimangal,1999,303.7619737
15,196,srimangal,1999,305.1403739
18,196,srimangal,1999,304.1657184
21,196,srimangal,1999,302.7873359
0,197,srimangal,1999,301.8126819
3,197,srimangal,1999,300.4343067
6,197,srimangal,1999,299.3997308
9,197,srimangal,1999,300.3922452
12,197,srimangal,1999,302.497724
15,197,srimangal,1999,303.4902692
18,197,srimangal,1999,302.7884486
21,197,srimangal,1999,301.7959161
0,198,srimangal,1999,301.0940966
3,198,srimangal,1999,300.1015694
6,198,srimangal,1999,298.7397025
9,198,srimangal,1999,299.8365644
12,198,srimangal,1999,302.1634016
15,198,srimangal,1999,303.2602975
18,198,srimangal,1999,302.4846914
21,198,srimangal,1999,301.3878095
0,199,srimangal,1999,300.6122046
3,199,srimangal,1999,299.5153286
6,199,srimangal,1999,298.7698203
9,199,srimangal,1999,299.4323055
12,199,srimangal,1999,300.837674
15,199,srimangal,1999,301.5001797
18,199,srimangal,1999,301.0317273
21,199,srimangal,1999,300.3692301
0,200,srimangal,1999,299.9007784
3,200,srimangal,1999,299.2382847
6,200,srimangal,1999,298.2597874
9,200,srimangal,1999,299.0436068
12,200,srimangal,1999,300.7063688
15,200,srimangal,1999,301.4902126
18,200,srimangal,1999,300.9359631
21,200,srimangal,1999,300.1521294
0,201,srimangal,1999,299.5978807
3,201,srimangal,1999,298.8140512
6,201,srimangal,1999,298.7098131
9,201,srimangal,1999,299.3989918
12,201,srimangal,1999,300.8609868
15,201,srimangal,1999,301.5501869
18,201,srimangal,1999,301.0628592
21,201,srimangal,1999,300.3736679
0,202,srimangal,1999,299.8863409
3,202,srimangal,1999,299.1971533
6,202,srimangal,1999,298.2896709
9,202,srimangal,1999,299.5030137
12,202,srimangal,1999,302.0769486
15,202,srimangal,1999,303.2903291
18,202,srimangal,1999,302.4323577
21,202,srimangal,1999,301.2189928
0,203,srimangal,1999,300.3610228
3,203,srimangal,1999,299.1476643
6,203,srimangal,1999,297.7195919
9,203,srimangal,1999,299.224137
12,203,srimangal,1999,302.4158163
15,203,srimangal,1999,303.9204081
18,203,srimangal,1999,302.8565236
21,203,srimangal,1999,301.3519511
0,204,srimangal,1999,300.2880682
3,204,srimangal,1999,298.7835038
6,204,srimangal,1999,298.6695767
9,204,srimangal,1999,300.2299356
12,204,srimangal,1999,303.540016
15,204,srimangal,1999,305.1004233
18,204,srimangal,1999,303.997072
21,204,srimangal,1999,302.4366848
0,205,srimangal,1999,301.3333353
3,205,srimangal,1999,299.7729563
6,205,srimangal,1999,299.0796248
9,205,srimangal,1999,300.4628356
12,205,srimangal,1999,303.3971215
15,205,srimangal,1999,304.7803752
18,205,srimangal,1999,303.8022878
21,205,srimangal,1999,302.4190518
0,206,srimangal,1999,301.440966
3,206,srimangal,1999,300.0577373
6,206,srimangal,1999,298.3897077
9,206,srimangal,1999,299.4671562
12,206,srimangal,1999,301.7528104
15,206,srimangal,1999,302.8302923
18,206,srimangal,1999,302.0684137
21,206,srimangal,1999,300.9909456
0,207,srimangal,1999,300.2290682
3,207,srimangal,1999,299.1516059
6,207,srimangal,1999,299.2497183
9,207,srimangal,1999,300.2883397
12,207,srimangal,1999,302.491628
15,207,srimangal,1999,303.5302817
18,207,srimangal,1999,302.7958582
21,207,srimangal,1999,301.7572179
0,208,srimangal,1999,301.0227955
3,208,srimangal,1999,299.9841607
6,208,srimangal,1999,298.2595563
9,208,srimangal,1999,299.8951425
12,208,srimangal,1999,303.3648068
15,208,srimangal,1999,305.0004437
18,208,srimangal,1999,303.8438982
21,208,srimangal,1999,302.2082823
0,209,srimangal,1999,301.0517387
3,209,srimangal,1999,299.4161315
6,209,srimangal,1999,298.8396979
9,209,srimangal,1999,299.9535466
12,209,srimangal,1999,302.3164189
15,209,srimangal,1999,303.4303021
18,209,srimangal,1999,302.6426844
21,209,srimangal,1999,301.5288154
0,210,srimangal,1999,300.7411989
3,210,srimangal,1999,299.6273359
6,210,srimangal,1999,298.3995596
9,210,srimangal,1999,300.0230123
12,210,srimangal,1999,303.4669373
15,210,srimangal,1999,305.0904404
18,210,srimangal,1999,303.9424746
21,210,srimangal,1999,302.3189924
0,211,srimangal,1999,301.1710285
3,211,srimangal,1999,299.5475549
6,211,srimangal,1999,299.4098104
9,211,srimangal,1999,300.1086959
12,211,srimangal,1999,301.5912824
15,211,srimangal,1999,302.2901896
18,211,srimangal,1999,301.795998
21,211,srimangal,1999,301.0970999
0,212,srimangal,1999,300.6029091
3,212,srimangal,1999,299.9040147
6,212,srimangal,1999,299.0894497
9,212,srimangal,1999,301.1181589
12,212,srimangal,1999,305.4217781
15,212,srimangal,1999,307.4505503
18,212,srimangal,1999,306.0160221
21,212,srimangal,1999,303.987276
0,213,srimangal,1999,302.5527501
3,213,srimangal,1999,300.5240148
6,213,srimangal,1999,299.9497071
9,213,srimangal,1999,301.0295822
12,213,srimangal,1999,303.3203843
15,213,srimangal,1999,304.4002929
18,213,srimangal,1999,303.6366984
21,213,srimangal,1999,302.5568036
0,214,srimangal,1999,301.7932103
3,214,srimangal,1999,300.7133213
6,214,srimangal,1999,299.1097472
9,214,srimangal,1999,300.0415945
12,214,srimangal,1999,302.0183766
15,214,srimangal,1999,302.9502528
18,214,srimangal,1999,302.2913307
21,214,srimangal,1999,301.3594665
0,215,srimangal,1999,300.7005455
3,215,srimangal,1999,299.7686862
6,215,srimangal,1999,298.4795583
9,215,srimangal,1999,300.1078644
12,215,srimangal,1999,303.5620851
15,215,srimangal,1999,305.1904417
18,215,srimangal,1999,304.0390441
21,215,srimangal,1999,302.4107084
0,216,srimangal,1999,301.2593125
3,216,srimangal,1999,299.6309855
6,216,srimangal,1999,298.139657
9,216,srimangal,1999,299.4039603
12,216,srimangal,1999,302.0860005
15,216,srimangal,1999,303.350343
18,216,srimangal,1999,302.4563367
21,216,srimangal,1999,301.1920105
0,217,srimangal,1999,300.2980057
3,217,srimangal,1999,299.0336862
6,217,srimangal,1999,298.5594938
9,217,srimangal,1999,300.4256151
12,217,srimangal,1999,304.384327
15,217,srimangal,1999,306.2505062
18,217,srimangal,1999,304.9309462
21,217,srimangal,1999,303.064791
0,218,srimangal,1999,301.745233
3,218,srimangal,1999,299.8790878
6,218,srimangal,1999,299.0995939
9,218,srimangal,1999,300.5968589
12,218,srimangal,1999,303.7730946
15,218,srimangal,1999,305.2704061
18,218,srimangal,1999,304.2116694
21,218,srimangal,1999,302.7143772
0,219,srimangal,1999,301.6556421
3,219,srimangal,1999,300.1583578
6,219,srimangal,1999,299.1396143
9,219,srimangal,1999,300.5616521
12,219,srimangal,1999,303.5783038
15,219,srimangal,1999,305.0003857
18,219,srimangal,1999,303.9948433
21,219,srimangal,1999,302.5727796
0,220,srimangal,1999,301.5672387
3,220,srimangal,1999,300.1451826
6,220,srimangal,1999,298.7896064
9,220,srimangal,1999,300.2407644
12,220,srimangal,1999,303.3191906
15,220,srimangal,1999,304.7703936
18,220,srimangal,1999,303.7442598
21,220,srimangal,1999,302.2930754
0,221,srimangal,1999,301.2669432
3,221,srimangal,1999,299.8157665
6,221,srimangal,1999,298.269659
9,221,srimangal,1999,299.5266822
12,221,srimangal,1999,302.1932788
15,221,srimangal,1999,303.450341
18,221,srimangal,1999,302.5614826
21,221,srimangal,1999,301.3044366
0,222,srimangal,1999,300.4155796
3,222,srimangal,1999,299.1585403
6,222,srimangal,1999,297.7796169
9,222,srimangal,1999,299.1919479
12,222,srimangal,1999,302.1880082
15,222,srimangal,1999,303.6003831
18,222,srimangal,1999,302.6017044
21,222,srimangal,1999,301.1893477
0,223,srimangal,1999,300.1906705
3,223,srimangal,1999,298.7783213
6,223,srimangal,1999,298.2196287
9,223,srimangal,1999,299.5882794
12,223,srimangal,1999,302.4916781
15,223,srimangal,1999,303.8603713
18,223,srimangal,1999,302.8925795
21,223,srimangal,1999,301.5239039
0,224,srimangal,1999,300.5561137
3,224,srimangal,1999,299.1874454
6,224,srimangal,1999,298.2396821
9,224,srimangal,1999,299.4117712
12,224,srimangal,1999,301.8981924
15,224,srimangal,1999,303.0703179
18,224,srimangal,1999,302.2415176
21,224,srimangal,1999,301.0694071
0,225,srimangal,1999,300.240608
3,225,srimangal,1999,299.0685037
6,225,srimangal,1999,298.509738
9,225,srimangal,1999,299.4755589
12,225,srimangal,1999,301.5244111
15,225,srimangal,1999,302.490262
18,225,srimangal,1999,301.8073167
21,225,srimangal,1999,300.8414783
0,226,srimangal,1999,300.1585341
3,226,srimangal,1999,299.1927008
6,226,srimangal,1999,297.7395247
9,226,srimangal,1999,299.4915918
12,226,srimangal,1999,303.2083538
15,226,srimangal,1999,304.9604753
18,226,srimangal,1999,303.7215646
21,226,srimangal,1999,301.9694657
0,227,srimangal,1999,300.7305569
3,227,srimangal,1999,298.9784673
6,227,srimangal,1999,297.5794819
9,227,srimangal,1999,299.4892836
12,227,srimangal,1999,303.5406572
15,227,srimangal,1999,305.4505181
18,227,srimangal,1999,304.1000711
21,227,srimangal,1999,302.1902347
0,228,srimangal,1999,300.8397898
3,228,srimangal,1999,298.9299637
6,228,srimangal,1999,298.1196156
9,228,srimangal,1999,299.5368
12,228,srimangal,1999,302.543156
15,228,srimangal,1999,303.9603844
18,228,srimangal,1999,302.9582738
21,228,srimangal,1999,301.5410636
0,229,srimangal,1999,300.5389546
3,229,srimangal,1999,299.1217519
6,229,srimangal,1999,298.209632
9,229,srimangal,1999,299.5661493
12,229,srimangal,1999,302.4438086
15,229,srimangal,1999,303.800368
18,229,srimangal,1999,302.8411559
21,229,srimangal,1999,301.484614
0,230,srimangal,1999,300.5254034
3,230,srimangal,1999,299.1688687
6,230,srimangal,1999,298.129742
9,230,srimangal,1999,299.0810027
12,230,srimangal,1999,301.0989677
15,230,srimangal,1999,302.050258
18,230,srimangal,1999,301.3776085
21,230,srimangal,1999,300.4263304
0,231,srimangal,1999,299.7536818
3,231,srimangal,1999,298.8024088
6,231,srimangal,1999,297.8395925
9,231,srimangal,1999,299.341711
12,231,srimangal,1999,302.5282424
15,231,srimangal,1999,304.0304075
18,231,srimangal,1999,302.9682389
21,231,srimangal,1999,301.4660931
0,232,srimangal,1999,300.4039262
3,232,srimangal,1999,298.9017884
6,232,srimangal,1999,297.3495116
9,232,srimangal,1999,299.1501123
12,232,srimangal,1999,302.9698318
15,232,srimangal,1999,304.7704884
18,232,srimangal,1999,303.4972589
21,232,srimangal,1999,301.6966254
0,233,srimangal,1999,300.4233978
3,233,srimangal,1999,298.6227739
6,233,srimangal,1999,297.8496544
9,233,srimangal,1999,299.1236644
12,233,srimangal,1999,301.8262961
15,233,srimangal,1999,303.1003456
18,233,srimangal,1999,302.1994756
21,233,srimangal,1999,300.9254425
0,234,srimangal,1999,300.0245739
3,234,srimangal,1999,298.7505476
6,234,srimangal,1999,297.9294991
9,234,srimangal,1999,299.7762068
12,234,srimangal,1999,303.6937358
15,234,srimangal,1999,305.5405009
18,234,srimangal,1999,304.2346685
21,234,srimangal,1999,302.3879271
0,235,srimangal,1999,301.0820966
3,235,srimangal,1999,299.2353651
6,235,srimangal,1999,298.2796551
9,235,srimangal,1999,299.5512384
12,235,srimangal,1999,302.2487222
15,235,srimangal,1999,303.5203449
18,235,srimangal,1999,302.6211909
21,235,srimangal,1999,301.3495845
0,236,srimangal,1999,300.4504319
3,236,srimangal,1999,299.1788322
6,236,srimangal,1999,298.4096222
9,236,srimangal,1999,299.8025397
12,236,srimangal,1999,302.757417
15,236,srimangal,1999,304.1503778
18,236,srimangal,1999,303.1654267
21,236,srimangal,1999,301.7724838
0,237,srimangal,1999,300.7875341
3,237,srimangal,1999,299.3945987
6,237,srimangal,1999,298.2297663
9,237,srimangal,1999,299.0912397
12,237,srimangal,1999,300.9187335
15,237,srimangal,1999,301.7802337
18,237,srimangal,1999,301.171074
21,237,srimangal,1999,300.3095849
0,238,srimangal,1999,299.7004262
3,238,srimangal,1999,298.8389417
6,238,srimangal,1999,297.6495853
9,238,srimangal,1999,299.1783973
12,238,srimangal,1999,302.4215553
15,238,srimangal,1999,303.9504147
18,238,srimangal,1999,302.8693707
21,238,srimangal,1999,301.340531
0,239,srimangal,1999,300.2594887
3,239,srimangal,1999,298.7306571
6,239,srimangal,1999,298.009763
9,239,srimangal,1999,298.8833699
12,239,srimangal,1999,300.736603
15,239,srimangal,1999,301.610237
18,239,srimangal,1999,300.9924976
21,239,srimangal,1999,300.1188748
0,240,srimangal,1999,299.5011364
3,240,srimangal,1999,298.6275183
6,240,srimangal,1999,298.2697347
9,240,srimangal,1999,299.247689
12,240,srimangal,1999,301.3222806
15,240,srimangal,1999,302.3002653
18,240,srimangal,1999,301.6087403
21,240,srimangal,1999,300.6307682
0,241,srimangal,1999,299.9392443
3,241,srimangal,1999,298.9612775
6,241,srimangal,1999,297.989715
9,241,srimangal,1999,299.0404699
12,241,srimangal,1999,301.2694975
15,241,srimangal,1999,302.320285
18,241,srimangal,1999,301.5772818
21,241,srimangal,1999,300.5265078
0,242,srimangal,1999,299.7835057
3,242,srimangal,1999,298.7327373
6,242,srimangal,1999,297.7895629
9,242,srimangal,1999,299.4008822
12,242,srimangal,1999,302.8190678
15,242,srimangal,1999,304.4304371
18,242,srimangal,1999,303.2910511
21,242,srimangal,1999,301.6797025
0,243,srimangal,1999,300.5403182
3,243,srimangal,1999,298.9289782
6,243,srimangal,1999,298.0896946
9,243,srimangal,1999,299.2156767
12,243,srimangal,1999,301.6042883
15,243,srimangal,1999,302.7303054
18,243,srimangal,1999,301.934108
21,243,srimangal,1999,300.8081054
0,244,srimangal,1999,300.0119091
3,244,srimangal,1999,298.8859125
6,244,srimangal,1999,297.7096485
9,244,srimangal,1999,299.0054986
12,244,srimangal,1999,301.7544612
15,244,srimangal,1999,303.0503515
18,244,srimangal,1999,302.134038
21,244,srimangal,1999,300.8381643
0,245,srimangal,1999,299.9218523
3,245,srimangal,1999,298.6259855
6,245,srimangal,1999,298.0297209
9,245,srimangal,1999,299.0586356
12,245,srimangal,1999,301.2413325
15,245,srimangal,1999,302.2702791
18,245,srimangal,1999,301.5427193
21,245,srimangal,1999,300.5137859
0,246,srimangal,1999,299.7862273
3,246,srimangal,1999,298.7572994
6,246,srimangal,1999,298.4796807
9,246,srimangal,1999,299.6566233
12,246,srimangal,1999,302.1533402
15,246,srimangal,1999,303.3303193
18,246,srimangal,1999,302.498087
21,246,srimangal,1999,301.3211231
0,247,srimangal,1999,300.4888921
3,247,srimangal,1999,299.3119344
6,247,srimangal,1999,298.2997479
9,247,srimangal,1999,299.2291685
12,247,srimangal,1999,301.2008027
15,247,srimangal,1999,302.1302521
18,247,srimangal,1999,301.473046
21,247,srimangal,1999,300.5436085
0,248,srimangal,1999,299.8864034
3,248,srimangal,1999,298.9569709
6,248,srimangal,1999,297.6994589
9,248,srimangal,1999,299.6941945
12,248,srimangal,1999,303.9257436
15,248,srimangal,1999,305.9205411
18,248,srimangal,1999,304.5100361
21,248,srimangal,1999,302.5152642
0,249,srimangal,1999,301.1047614
3,249,srimangal,1999,299.1100002
6,249,srimangal,1999,298.3095491
9,249,srimangal,1999,299.9718288
12,249,srimangal,1999,303.4981196
15,249,srimangal,1999,305.1604509
18,249,srimangal,1999,303.9850301
21,249,srimangal,1999,302.3227202
0,250,srimangal,1999,301.1473012
3,250,srimangal,1999,299.4850001
6,250,srimangal,1999,298.7796366
9,250,srimangal,1999,300.1191671
12,250,srimangal,1999,302.9607913
15,250,srimangal,1999,304.3003634
18,250,srimangal,1999,303.3531629
21,250,srimangal,1999,302.0136081
0,251,srimangal,1999,301.0664091
3,251,srimangal,1999,299.7268614
6,251,srimangal,1999,298.5796768
9,251,srimangal,1999,299.7711794
12,251,srimangal,1999,302.2987836
15,251,srimangal,1999,303.4903232
18,251,srimangal,1999,302.6477953
21,251,srimangal,1999,301.456271
0,252,srimangal,1999,300.6137444
3,252,srimangal,1999,299.4222264
6,252,srimangal,1999,298.2698427
9,252,srimangal,1999,298.8498205
12,252,srimangal,1999,300.0801615
15,252,srimangal,1999,300.6601573
18,252,srimangal,1999,300.250047
21,252,srimangal,1999,299.6700586
0,253,srimangal,1999,299.2599489
3,253,srimangal,1999,298.6799636
6,253,srimangal,1999,297.7197295
9,253,srimangal,1999,298.7170973
12,253,srimangal,1999,300.8328718
15,253,srimangal,1999,301.8302705
18,253,srimangal,1999,301.125018
21,253,srimangal,1999,300.1276321
0,254,srimangal,1999,299.4223807
3,254,srimangal,1999,298.4250001
6,254,srimangal,1999,297.8197604
9,254,srimangal,1999,298.703074
12,254,srimangal,1999,300.5768986
15,254,srimangal,1999,301.4602396
18,254,srimangal,1999,300.8356364
21,254,srimangal,1999,299.9523068
0,255,srimangal,1999,299.3277046
3,255,srimangal,1999,298.4443796
6,255,srimangal,1999,297.1995603
9,255,srimangal,1999,298.8205863
12,255,srimangal,1999,302.2593634
15,255,srimangal,1999,303.8804397
18,255,srimangal,1999,302.7341899
21,255,srimangal,1999,301.1131344
0,256,srimangal,1999,299.9668864
3,256,srimangal,1999,298.3458396
6,256,srimangal,1999,297.6297058
9,256,srimangal,1999,298.7144342
12,256,srimangal,1999,301.0155321
15,256,srimangal,1999,302.1002942
18,256,srimangal,1999,301.3332678
21,256,srimangal,1999,300.2485196
0,257,srimangal,1999,299.4814944
3,257,srimangal,1999,298.3967519
6,257,srimangal,1999,296.9395781
9,257,srimangal,1999,298.4950836
12,257,srimangal,1999,301.7948682
15,257,srimangal,1999,303.3504219
18,257,srimangal,1999,302.2505026
21,257,srimangal,1999,300.6949688
0,258,srimangal,1999,299.5950512
3,258,srimangal,1999,298.0395257
6,258,srimangal,1999,297.3395583
9,258,srimangal,1999,298.9678644
12,258,srimangal,1999,302.4220851
15,258,srimangal,1999,304.0504417
18,258,srimangal,1999,302.8990441
21,258,srimangal,1999,301.2707084
0,259,srimangal,1999,300.1193125
3,259,srimangal,1999,298.4909855
6,259,srimangal,1999,298.0696544
9,259,srimangal,1999,299.3436644
12,259,srimangal,1999,302.0462961
15,259,srimangal,1999,303.3203456
18,259,srimangal,1999,302.4194756
21,259,srimangal,1999,301.1454425
0,260,srimangal,1999,300.2445739
3,260,srimangal,1999,298.9705476
6,260,srimangal,1999,297.7096702
9,260,srimangal,1999,298.9254397
12,260,srimangal,1999,301.5045225
15,260,srimangal,1999,302.7203298
18,260,srimangal,1999,301.8606424
21,260,srimangal,1999,300.6448508
0,261,srimangal,1999,299.7851648
3,261,srimangal,1999,298.5693797
6,261,srimangal,1999,297.8496933
9,261,srimangal,1999,298.9805288
12,261,srimangal,1999,301.3794361
15,261,srimangal,1999,302.5103067
18,261,srimangal,1999,301.7106774
21,261,srimangal,1999,300.5798213
0,262,srimangal,1999,299.7801932
3,262,srimangal,1999,298.6493432
6,262,srimangal,1999,298.1896985
9,262,srimangal,1999,299.3011205
12,262,srimangal,1999,301.658845
15,262,srimangal,1999,302.7703015
18,262,srimangal,1999,301.9843997
21,262,srimangal,1999,300.8729574
0,263,srimangal,1999,300.0870569
3,263,srimangal,1999,298.9756205
6,263,srimangal,1999,297.569605
9,263,srimangal,1999,299.0256164
12,263,srimangal,1999,302.1143384
15,263,srimangal,1999,303.570395
18,263,srimangal,1999,302.5408293
21,263,srimangal,1999,301.0847914
0,264,srimangal,1999,300.0552273
3,264,srimangal,1999,298.5991972
6,264,srimangal,1999,297.7898091
9,264,srimangal,1999,298.4935479
12,264,srimangal,1999,299.9864302
15,264,srimangal,1999,300.6901909
18,264,srimangal,1999,300.1925675
21,264,srimangal,1999,299.4888158
0,265,srimangal,1999,298.9911932
3,265,srimangal,1999,298.2874453
6,265,srimangal,1999,297.2996906
9,265,srimangal,1999,298.4402329
12,265,srimangal,1999,300.8597317
15,265,srimangal,1999,302.0003094
18,265,srimangal,1999,301.1938163
21,265,srimangal,1999,300.0532533
0,266,srimangal,1999,299.2467614
3,266,srimangal,1999,298.1062045
6,266,srimangal,1999,296.3596939
9,266,srimangal,1999,297.4881027
12,266,srimangal,1999,299.8818622
15,266,srimangal,1999,301.0103061
18,266,srimangal,1999,300.2123927
21,266,srimangal,1999,299.0839633
0,267,srimangal,1999,298.2860512
3,267,srimangal,1999,297.1576278
6,267,srimangal,1999,296.8295886
9,267,srimangal,1999,298.3462671
12,267,srimangal,1999,301.5636858
15,267,srimangal,1999,303.0804114
18,267,srimangal,1999,302.0079472
21,267,srimangal,1999,300.491241
0,268,srimangal,1999,299.4187785
3,268,srimangal,1999,297.9020804
6,268,srimangal,1999,297.3695451
9,268,srimangal,1999,299.0463849
12,268,srimangal,1999,302.603563
15,268,srimangal,1999,304.2804549
18,268,srimangal,1999,303.0947384
21,268,srimangal,1999,301.4178681
0,269,srimangal,1999,300.2321535
3,269,srimangal,1999,298.5552921
6,269,srimangal,1999,296.4494819
9,269,srimangal,1999,298.3592836
12,269,srimangal,1999,302.4106572
15,269,srimangal,1999,304.3205181
18,269,srimangal,1999,302.9700711
21,269,srimangal,1999,301.0602347
0,270,srimangal,1999,299.7097898
3,270,srimangal,1999,297.7999637
6,270,srimangal,1999,297.5795458
9,270,srimangal,1999,299.2539589
12,270,srimangal,1999,302.8059891
15,270,srimangal,1999,304.4804542
18,270,srimangal,1999,303.2964537
21,270,srimangal,1999,301.6220101
0,271,srimangal,1999,300.4380114
3,271,srimangal,1999,298.7635768
6,271,srimangal,1999,297.6397018
9,271,srimangal,1999,298.7389904
12,271,srimangal,1999,301.0709755
15,271,srimangal,1999,302.1702982
18,271,srimangal,1999,301.3929761
21,271,srimangal,1999,300.2936675
0,272,srimangal,1999,299.5163466
3,272,srimangal,1999,298.4170439
6,272,srimangal,1999,297.2495267
9,272,srimangal,1999,298.9943137
12,272,srimangal,1999,302.6956322
15,272,srimangal,1999,304.4404733
18,272,srimangal,1999,303.2067104
21,272,srimangal,1999,301.4618917
0,273,srimangal,1999,300.2281307
3,273,srimangal,1999,298.4833213
6,273,srimangal,1999,297.8396531
9,273,srimangal,1999,299.1185164
12,273,srimangal,1999,301.8314439
15,273,srimangal,1999,303.1103469
18,273,srimangal,1999,302.206045
21,273,srimangal,1999,300.9271584
0,274,srimangal,1999,300.022858
